Name,Score,Age,Subject,Sex,ID
THOMAS KOHMANN,78.0,18,Physics,M,556
THOMAS MURPHY,62.0,19,Physics,M,557
THOMAS REY,61.0,19,Physics,M,558
THOMAS SHAWYER,87.0,18,Physics,M,559
THOMAS SIRAGUSA,91.0,20,Physics,F,560
TIM AREJA,62.0,18,Physics,M,561
TIMOTHY SINCLAIR,49.0,20,Physics,M,562
TIMOTHY SULLIVAN,61.0,19,Physics,M,563
TODD RYDSTROM,41.0,18,Physics,M,564
TOMAS ARAGON,61.0,21,Physics,F,565
TONEY CHAPLIN,61.0,18,Physics,M,566
TRENT RHORER,62.0,21,Physics,M,567
TROY JOLLIFF,49.0,18,Physics,M,568
TROY WILLIAMS,91.0,20,Physics,M,569
TRYG MCCOY,61.0,19,Physics,F,570
TUAMELIE MOALA,41.0,19,Physics,M,571
TYRONE PRUITT,78.0,20,Physics,M,572
TYRONNE JULIAN,49.0,18,Physics,M,573
VALERIE AGARD,81.0,18,Physics,M,574
VALERIE INOUYE,71.0,20,Physics,F,575
VAN LY,81.0,21,Physics,M,576
VENUS AZAR,71.0,18,Physics,M,577
VERNONICA JONES,81.0,19,Physics,M,578
VICKI CLAYTON,78.0,18,Physics,M,579
VICTOR WYRSCH,61.0,21,Physics,F,580
VINCENT DAVIS,91.0,18,Physics,M,581
VINCENT PAMPANIN,87.0,20,Physics,M,582
VIVIAN DAY,41.0,21,Physics,M,583
WAYNE SNODGRASS,91.0,18,Physics,M,584
WENDY STILL,87.0,18,Physics,F,585
WHITNEY YEE,49.0,20,Physics,M,586
WILLIAM MCFARLAND,81.0,19,Physics,M,587
WILLIAM MCFARLAND,41.0,18,Physics,M,588
WILLIAM MULKEEN,84.0,19,Physics,M,589
WILLIAM RADER,78.0,20,Physics,F,590
WILLIAM ROUALDES,61.0,19,Physics,M,591
WILLIAM SCOTT,84.0,19,Physics,M,592
WILLIAM SIFFERMANN,87.0,20,Physics,M,593
WING CHAN,84.0,19,Physics,M,594
WING NG,41.0,19,Physics,F,595
YIFANG QIAN,71.0,18,Physics,M,596
ZACHARY PUMPHREY,49.0,20,Physics,M,597
ZEBA IMAN NAZEERI-SIMMONS,71.0,20,Physics,M,598
ZHI JIAR ZHUANG,69.0,19,Physics,M,599
