Name,Score,Age,Subject,Sex,ID
THOMAS HARVEY,66.0,19,Maths,F,555
THOMAS KOHMANN,82.0,18,Maths,M,556
THOMAS MURPHY,66.0,19,Maths,M,557
THOMAS REY,65.0,19,Maths,M,558
THOMAS SHAWYER,91.0,18,Maths,M,559
THOMAS SIRAGUSA,95.0,20,Maths,F,560
TIM AREJA,66.0,18,Maths,M,561
TIMOTHY SINCLAIR,53.0,20,Maths,M,562
TIMOTHY SULLIVAN,65.0,19,Maths,M,563
TODD RYDSTROM,45.0,18,Maths,M,564
TOMAS ARAGON,,21,Maths,F,565
TONEY CHAPLIN,65.0,18,Maths,M,566
TRENT RHORER,66.0,21,Maths,M,567
TROY JOLLIFF,53.0,18,Maths,M,568
TROY WILLIAMS,95.0,20,Maths,M,569
TRYG MCCOY,65.0,19,Maths,F,570
TUAMELIE MOALA,45.0,19,Maths,M,571
TYRONE PRUITT,82.0,20,Maths,M,572
TYRONNE JULIAN,53.0,18,Maths,M,573
VALERIE AGARD,85.0,18,Maths,M,574
VALERIE INOUYE,75.0,20,Maths,F,575
VAN LY,85.0,21,Maths,M,576
VENUS AZAR,75.0,18,Maths,M,577
VERNONICA JONES,85.0,19,Maths,M,578
VICKI CLAYTON,82.0,18,Maths,M,579
VICTOR WYRSCH,65.0,21,Maths,F,580
VINCENT DAVIS,95.0,18,Maths,M,581
VINCENT PAMPANIN,91.0,20,Maths,M,582
VIVIAN DAY,45.0,21,Maths,M,583
WAYNE SNODGRASS,95.0,18,Maths,M,584
WENDY STILL,91.0,18,Maths,F,585
WHITNEY YEE,53.0,20,Maths,M,586
WILLIAM MCFARLAND,85.0,19,Maths,M,587
WILLIAM MCFARLAND,45.0,18,Maths,M,588
WILLIAM MULKEEN,88.0,19,Maths,M,589
WILLIAM RADER,82.0,20,Maths,F,590
WILLIAM ROUALDES,65.0,19,Maths,M,591
WILLIAM SCOTT,88.0,19,Maths,M,592
WILLIAM SIFFERMANN,91.0,20,Maths,M,593
WING CHAN,88.0,19,Maths,M,594
WING NG,45.0,19,Maths,F,595
YIFANG QIAN,75.0,18,Maths,M,596
ZACHARY PUMPHREY,53.0,20,Maths,M,597
ZEBA IMAN NAZEERI-SIMMONS,75.0,20,Maths,M,598
ZHI JIAR ZHUANG,88.0,19,Maths,M,599
